primera evaluacion f(-0.308272, 1.67604) = 20.1729
evaluacion 67: f(0.0301638, -0.739036) = -1.01013
evaluacion 68: f(0.0301638, -0.739036) = -1.01013
evaluacion 69: f(0.0301638, -0.739036) = -1.01013
evaluacion 70: f(0.0301638, -0.739036) = -1.01013
evaluacion 71: f(0.0301638, -0.739036) = -1.01013
evaluacion 72: f(0.0301638, -0.739036) = -1.01013
evaluacion 73: f(0.0301638, -0.739036) = -1.01013
evaluacion 74: f(0.0301638, -0.739036) = -1.01013
evaluacion 75: f(0.0301638, -0.739036) = -1.01013
evaluacion 76: f(0.0301638, -0.739036) = -1.01013
evaluacion 77: f(0.0301638, -0.739036) = -1.01013
evaluacion 78: f(0.0301638, -0.739036) = -1.01013
evaluacion 79: f(0.0301638, -0.739036) = -1.01013
evaluacion 80: f(0.0301638, -0.739036) = -1.01013
evaluacion 81: f(0.0301638, -0.739036) = -1.01013
evaluacion 82: f(0.0301638, -0.739036) = -1.01013
evaluacion 83: f(0.0301638, -0.739036) = -1.01013
evaluacion 84: f(0.0301638, -0.739036) = -1.01013
evaluacion 85: f(0.0301638, -0.739036) = -1.01013
evaluacion 86: f(0.0410563, -0.745094) = -1.01168
evaluacion 87: f(0.0410563, -0.745094) = -1.01168
evaluacion 88: f(0.0410563, -0.745094) = -1.01168
evaluacion 89: f(0.0410563, -0.745094) = -1.01168
evaluacion 90: f(0.0410563, -0.745094) = -1.01168
evaluacion 91: f(0.0410563, -0.745094) = -1.01168
evaluacion 92: f(0.0410563, -0.745094) = -1.01168
evaluacion 93: f(0.0412632, -0.73853) = -1.01542
evaluacion 94: f(0.0412632, -0.73853) = -1.01542
evaluacion 95: f(0.0412632, -0.73853) = -1.01542
evaluacion 96: f(0.0412632, -0.73853) = -1.01542
evaluacion 97: f(0.0412632, -0.73853) = -1.01542
evaluacion 98: f(0.0404124, -0.736359) = -1.0161
evaluacion 99: f(0.0572176, -0.728506) = -1.02484
