primera evaluacion f(0.704838, 0.331579) = 1.35204
evaluacion 38: f(0.215195, -0.763631) = -0.95592
evaluacion 39: f(0.215195, -0.763631) = -0.95592
evaluacion 40: f(0.192673, -0.740007) = -0.987898
evaluacion 41: f(0.192673, -0.740007) = -0.987898
evaluacion 42: f(0.192673, -0.740007) = -0.987898
evaluacion 43: f(0.192673, -0.740007) = -0.987898
evaluacion 44: f(0.192673, -0.740007) = -0.987898
evaluacion 45: f(0.192673, -0.740007) = -0.987898
evaluacion 46: f(0.162986, -0.713184) = -1.01116
evaluacion 47: f(0.162986, -0.713184) = -1.01116
evaluacion 48: f(0.162986, -0.713184) = -1.01116
evaluacion 49: f(0.162986, -0.713184) = -1.01116
evaluacion 50: f(0.162986, -0.713184) = -1.01116
evaluacion 51: f(0.161018, -0.721502) = -1.01218
evaluacion 52: f(0.161018, -0.721502) = -1.01218
evaluacion 53: f(0.161018, -0.721502) = -1.01218
evaluacion 54: f(0.161018, -0.721502) = -1.01218
evaluacion 55: f(0.161018, -0.721502) = -1.01218
evaluacion 56: f(0.161018, -0.721502) = -1.01218
evaluacion 57: f(0.161018, -0.721502) = -1.01218
evaluacion 58: f(0.161018, -0.721502) = -1.01218
evaluacion 59: f(0.161018, -0.721502) = -1.01218
evaluacion 60: f(0.150538, -0.719466) = -1.01749
evaluacion 61: f(0.150538, -0.719466) = -1.01749
evaluacion 62: f(0.150538, -0.719466) = -1.01749
evaluacion 63: f(0.150538, -0.719466) = -1.01749
evaluacion 64: f(0.150538, -0.719466) = -1.01749
evaluacion 65: f(0.150538, -0.719466) = -1.01749
evaluacion 66: f(0.150538, -0.719466) = -1.01749
evaluacion 67: f(0.145973, -0.724439) = -1.019
evaluacion 68: f(0.142553, -0.727518) = -1.01986
evaluacion 69: f(0.142553, -0.727518) = -1.01986
evaluacion 70: f(0.139466, -0.728503) = -1.02082
evaluacion 71: f(0.136965, -0.728207) = -1.02177
evaluacion 72: f(0.137987, -0.726099) = -1.02183
evaluacion 73: f(0.136658, -0.72518) = -1.02245
evaluacion 74: f(0.135498, -0.727271) = -1.02246
evaluacion 75: f(0.135498, -0.727271) = -1.02246
evaluacion 76: f(0.135498, -0.727271) = -1.02246
evaluacion 77: f(0.135498, -0.727271) = -1.02246
evaluacion 78: f(0.134975, -0.727256) = -1.02264
evaluacion 79: f(0.134256, -0.728333) = -1.02265
evaluacion 80: f(0.134256, -0.728333) = -1.02265
evaluacion 81: f(0.133493, -0.728483) = -1.02286
evaluacion 82: f(0.134345, -0.726386) = -1.02302
evaluacion 83: f(0.134237, -0.725105) = -1.02328
evaluacion 84: f(0.134237, -0.725105) = -1.02328
evaluacion 85: f(0.134237, -0.725105) = -1.02328
evaluacion 86: f(0.134046, -0.724826) = -1.02339
evaluacion 87: f(0.13231, -0.7252) = -1.02388
evaluacion 88: f(0.13231, -0.7252) = -1.02388
evaluacion 89: f(0.13231, -0.7252) = -1.02388
evaluacion 90: f(0.13231, -0.7252) = -1.02388
evaluacion 91: f(0.130801, -0.726825) = -1.02405
evaluacion 92: f(0.128326, -0.726686) = -1.0248
evaluacion 93: f(0.128326, -0.726686) = -1.0248
evaluacion 94: f(0.128326, -0.726686) = -1.0248
evaluacion 95: f(0.121199, -0.722674) = -1.0273
evaluacion 96: f(0.121524, -0.720191) = -1.02751
evaluacion 97: f(0.112552, -0.726307) = -1.02838
evaluacion 98: f(0.105475, -0.728344) = -1.02886
evaluacion 99: f(0.112762, -0.718138) = -1.02947
